zipcode,city,county,population
64601,Chillicothe,Livingston County,11969
64501,St. Joseph,Buchanan County,11894
65809,Springfield,Greene County,11890
64128,Kansas City,Jackson County,11844
63645,Fredericktown,Madison County,11638
63113,St. Louis,St. Louis City County,11610
65584,St. Robert,Pulaski County,11449
64124,Kansas City,Jackson County,11366
64154,Kansas City,Platte County,11258
63390,Wright City,Warren County,11206
64504,St. Joseph,Buchanan County,11205
65026,Eldon,Miller County,11142
63670,Ste. Genevieve,Ste. Genevieve County,11017
63077,St. Clair,Franklin County,11004
64137,Kansas City,Jackson County,10961
63124,St. Louis,St. Louis County,10775
63106,St. Louis,St. Louis City County,10624
63044,Bridgeton,St. Louis County,10535
65043,Holts Summit,Callaway County,10427
63012,Barnhart,Jefferson County,10358
65355,Warsaw,Benton County,10292
64834,Carl Junction,Jasper County,10144
65711,Mountain Grove,Wright County,9888
64078,Peculiar,Cass County,9873
64123,Kansas City,Jackson County,9830
64106,Kansas City,Jackson County,9798
64109,Kansas City,Jackson County,9744
65672,Hollister,Taney County,9622
63935,Doniphan,Ripley County,9617
63143,St. Louis,St. Louis County,9536
64034,Greenwood,Jackson County,9301
63107,St. Louis,St. Louis City County,9252
63147,St. Louis,St. Louis City County,9214
63664,Potosi,Washington County,9176
64076,Odessa,Lafayette County,9134
63117,St. Louis,St. Louis County,9071
65608,Ava,Douglas County,8927
65625,Cassville,Barry County,8920
63103,St. Louis,St. Louis City County,8893
63334,Bowling Green,Pike County,8882
63120,St. Louis,St. Louis City County,8754
65781,Willard,Greene County,8745
63144,St. Louis,St. Louis County,8712
65712,Mount Vernon,Lawrence County,8675
64112,Kansas City,Jackson County,8666
65559,St. James,Phelps County,8634
65240,Centralia,Boone County,8624
64129,Kansas City,Jackson County,8615
65453,Cuba,Crawford County,8560
63088,Valley Park,St. Louis County,8526
64108,Kansas City,Jackson County,8450
65737,Reeds Spring,Stone County,8404
63703,Cape Girardeau,Cape Girardeau County,8382
64085,Richmond,Ray County,8377
63040,Grover,St. Louis County,8374
65746,Seymour,Webster County,8359
65622,Buffalo,Dallas County,8182
63070,Pevely,Jefferson County,8169
64156,Kansas City,Clay County,8168
64744,El Dorado Springs,Cedar County,8095
64683,Trenton,Grundy County,7924
64759,Lamar,Barton County,7859
64485,Savannah,Andrew County,7846
63016,Cedar Hill,Jefferson County,7645
63362,Moscow Mills,Lincoln County,7604
63348,Foristell,St. Charles County,7601
65018,California,Moniteau County,7514
63552,Macon,Macon County,7465
65619,Brookline Station,Greene County,7400
63133,St. Louis,St. Louis County,7365
65049,Lake Ozark,Camden County,7172
65757,Strafford,Greene County,7022
63038,Glencoe,St. Louis County,6998
63389,Winfield,Lincoln County,6987
63830,Caruthersville,Pemiscot County,6941
65084,Versailles,Morgan County,6885
64058,Independence,Jackson County,6852
65065,Osage Beach,Camden County,6728
65459,Dixon,Pulaski County,6727
64730,Butler,Bates County,6646
64126,Kansas City,Jackson County,6606
63834,Charleston,Mississippi County,6553
65648,Fair Grove,Greene County,6419
63780,Scott City,Scott County,6343
64831,Anderson,Mcdonald County,6302
64865,Seneca,Newton County,6256
63863,Malden,Dunklin County,6147
65542,Licking,Texas County,6121
65336,Knob Noster,Johnson County,6060
65010,Ashland,Boone County,6031
63357,Marthasville,Warren County,6026
64628,Brookfield,Linn County,5987
64053,Independence,Jackson County,5985
65631,Clever,Christian County,5965
64040,Holden,Johnson County,5955
65653,Forsyth,Taney County,5945
65066,Owensville,Gasconade County,5942
65793,Willow Springs,Howell County,5897
65556,Richland,Pulaski County,5883
63023,Dittmer,Jefferson County,5875
64037,Higginsville,Lafayette County,5806
63845,East Prairie,Mississippi County,5804
64062,Lawson,Ray County,5784
64153,Kansas City,Platte County,5725
63957,Piedmont,Wayne County,5722
63461,Palmyra,Marion County,5668
65548,Mountain View,Howell County,5650
65441,Bourbon,Crawford County,5613
63089,Villa Ridge,Franklin County,5506
65041,Hermann,Gasconade County,5429
64067,Lexington,Lafayette County,5404
65360,Windsor,Henry County,5261
65686,Kimberling City,Stone County,5211
63764,Marble Hill,Bollinger County,5204
65689,Cabool,Texas County,5176
63740,Chaffee,Scott County,5120
64158,Kansas City,Clay County,5096
65785,Stockton,Cedar County,5087
64145,Kansas City,Jackson County,5060
63127,St. Louis,St. Louis County,5039
64105,Kansas City,Jackson County,5003
63068,New Haven,Franklin County,4986
65753,Sparta,Christian County,4984
63382,Vandalia,Audrain County,4962
65565,Steelville,Crawford County,4947
65656,Galena,Stone County,4924
65610,Billings,Christian County,4901
65051,Linn,Osage County,4845
63353,Louisiana,Pike County,4770
65037,Gravois Mills,Morgan County,4764
65791,Thayer,Oregon County,4735
64633,Carrollton,Carroll County,4719
64016,Buckner,Jackson County,4715
64844,Granby,Newton County,4715
63343,Elsberry,Lincoln County,4703
64465,Lathrop,Clinton County,4663
63873,Portageville,New Madrid County,4503
65248,Fayette,Howard County,4459
65483,Houston,Texas County,4449
63456,Monroe City,Monroe County,4362
63019,Crystal City,Jefferson County,4338
65081,Tipton,Moniteau County,4337
64424,Bethany,Harrison County,4302
63825,Bloomfield,Stoddard County,4273
65652,Fordland,Webster County,4247
65255,Hallsville,Boone County,4236
63361,Montgomery City,Montgomery County,4212
64048,Holt,Clay County,4205
63630,Cadet,Washington County,4192
63072,Robertsville,Franklin County,4150
63435,Canton,Lewis County,4146
64854,Noel,Mcdonald County,4143
65305,Whiteman Air Force Base,Johnson County,4112
65633,Crane,Stone County,4096
65079,Sunrise Beach,Camden County,4043
63660,Mineral Point,Washington County,4022
65705,Marionville,Lawrence County,3991
63650,Ironton,Iron County,3963
64856,Pineville,Mcdonald County,3937
65063,New Bloomfield,Callaway County,3936
64020,Concordia,Lafayette County,3924
64862,Sarcoxie,Jasper County,3892
64776,Osceola,St. Clair County,3880
63048,Herculaneum,Jefferson County,3866
63556,Milan,Sullivan County,3853
63459,New London,Ralls County,3850
64843,Goodman,Mcdonald County,3847
65052,Linn Creek,Camden County,3817
65078,Stover,Morgan County,3814
65486,Iberia,Miller County,3790
63101,St. Louis,St. Louis City County,3725
63736,Benton,Scott County,3693
63851,Hayti,Pemiscot County,3687
63624,Bismarck,St. Francois County,3678
63730,Advance,Stoddard County,3616
64747,Garden City,Cass County,3606
63341,Defiance,St. Charles County,3595
64644,Hamilton,Caldwell County,3552
64477,Plattsburg,Clinton County,3506
63877,Steele,Pemiscot County,3504
64070,Lone Jack,Jackson County,3464
63445,Kahoka,Clark County,3457
64720,Adrian,Bates County,3452
65325,Cole Camp,Benton County,3435
64150,Riverside,Platte County,3427
65740,Rockaway Beach,Taney County,3416
65704,Mansfield,Wright County,3400
64658,Marceline,Linn County,3374
65604,Ash Grove,Greene County,3366
63565,Unionville,Putnam County,3361
65770,Walnut Grove,Greene County,3345
63555,Memphis,Scotland County,3344
65606,Alton,Oregon County,3338
63869,New Madrid,New Madrid County,3334
64098,Weston,Platte County,3274
63933,Campbell,Dunklin County,3263
65259,Huntsville,Randolph County,3257
63627,Bloomsdale,Ste. Genevieve County,3254
65723,Pierce City,Lawrence County,3211
64011,Bates City,Lafayette County,3210
65734,Purdy,Barry County,3206
65231,Auxvasse,Callaway County,3182
65747,Shell Knob,Barry County,3150
65667,Hartville,Wright County,3122
65725,Pleasant Hope,Polk County,3056
64054,Independence,Jackson County,3055
63037,Gerald,Franklin County,3050
64840,Diamond,Newton County,2984
65438,Birch Tree,Shannon County,2957
63960,Puxico,Stoddard County,2955
64061,Kingsville,Johnson County,2944
63937,Ellsinore,Carter County,2929
65452,Crocker,Pulaski County,2906
64640,Gallatin,Daviess County,2894
65338,Lincoln,Benton County,2889
65745,Seligman,Barry County,2874
63055,Labadie,Franklin County,2872
65074,Russellville,Cole County,2872
63771,Oran,Scott County,2860
65674,Humansville,Polk County,2860
65713,Niangua,Webster County,2821
65039,Hartsburg,Boone County,2809
63965,Van Buren,Carter County,2796
65550,Newburg,Phelps County,2788
63549,La Plata,Macon County,2762
65663,Half Way,Polk County,2756
65717,Norwood,Wright County,2750
65655,Gainesville,Ozark County,2738
64779,Rich Hill,Bates County,2714
65661,Greenfield,Dade County,2641
65013,Belle,Maries County,2639
63377,Silex,Lincoln County,2625
64755,Jasper,Jasper County,2623
63638,Ellington,Reynolds County,2619
65669,Highlandville,Christian County,2614
65588,Winona,Shannon County,2607
65281,Salisbury,Chariton County,2604
64402,Albany,Gentry County,2595
65275,Paris,Monroe County,2585
64855,Oronogo,Jasper County,2566
63822,Bernie,Stoddard County,2559
65632,Conway,Laclede County,2545
65243,Clark,Randolph County,2540
65011,Barnett,Morgan County,2534
65769,Verona,Lawrence County,2514
63347,Foley,Lincoln County,2508
64673,Princeton,Mercer County,2496
65349,Slater,Saline County,2486
65351,Sweet Springs,Saline County,2480
65679,Kirbyville,Taney County,2479
63468,Shelbina,Shelby County,2467
65582,Vienna,Maries County,2440
64648,Jamesport,Daviess County,2406
64454,Gower,Clinton County,2403
65014,Bland,Gasconade County,2370
64139,Kansas City,Jackson County,2362
64742,Drexel,Bates County,2355
64835,Carterville,Jasper County,2338
64725,Archie,Cass County,2289
63369,Old Monroe,Lincoln County,2278
63349,Hawk Point,Lincoln County,2276
63966,Wappapello,Wayne County,2244
65786,Macks Creek,Camden County,2242
63876,Senath,Dunklin County,2236
65707,Miller,Lawrence County,2230
64019,Centerview,Johnson County,2225
64489,Stanberry,Gentry County,2221
65644,Elkland,Webster County,2218
64469,Maysville,Dekalb County,2212
65647,Exeter,Barry County,2210
63102,St. Louis,St. Louis City County,2193
65611,Blue Eye,Stone County,2193
65552,Plato,Texas County,2168
64482,Rock Port,Atchison County,2138
65350,Smithton,Pettis County,2125
64734,Cleveland,Cass County,2123
63060,Lonedell,Franklin County,2111
65789,Pomona,Howell County,2097
64136,Kansas City,Jackson County,2089
65035,Freeburg,Osage County,2049
63537,Edina,Knox County,2042
64724,Appleton City,St. Clair County,2031
65326,Edwards,Benton County,2031
65284,Sturgeon,Boone County,2029
65682,Lockwood,Dade County,2007
63015,Catawissa,Franklin County,1938
64671,Polo,Caldwell County,1928
63363,New Florence,Montgomery County,1926
65254,Glasgow,Howard County,1917
65772,Washburn,Barry County,1904
63351,Jonesburg,Montgomery County,1899
64492,Trimble,Clinton County,1886
65274,New Franklin,Howard County,1885
65337,La Monte,Pettis County,1885
63056,Leslie,Franklin County,1857
65466,Eminence,Shannon County,1854
65681,Lampe,Stone County,1843
63967,Williamsville,Wayne County,1823
64491,Tarkio,Atchison County,1817
65591,Montreal,Camden County,1814
64490,Stewartsville,Dekalb County,1801
65779,Wheatland,Hickory County,1789
64863,South West City,Mcdonald County,1787
65668,Hermitage,Hickory County,1784
65650,Flemington,Polk County,1781
63546,Greentop,Adair County,1775
65571,Summersville,Texas County,1770
63953,Naylor,Ripley County,1763
63384,Wellsville,Montgomery County,1754
65279,Rocheport,Boone County,1743
64125,Kansas City,Jackson County,1740
63013,Beaufort,Franklin County,1721
63961,Qulin,Butler County,1720
64740,Deepwater,Henry County,1720
65626,Caulfield,Howell County,1716
63846,Essex,Stoddard County,1712
65256,Harrisburg,Boone County,1712
64443,Easton,Buchanan County,1708
64788,Urich,Henry County,1706
64077,Orrick,Ray County,1690
63673,St. Mary,Ste. Genevieve County,1689
63559,Novinger,Adair County,1684
65032,Eugene,Cole County,1684
63837,Clarkton,Dunklin County,1683
65053,Lohman,Cole County,1682
65767,Urbana,Dallas County,1675
65023,Centertown,Cole County,1672
65646,Everton,Dade County,1655
63662,Patton,Bollinger County,1651
64748,Golden City,Barton County,1630
64146,Kansas City,Jackson County,1618
65236,Brunswick,Chariton County,1604
65535,Leasburg,Crawford County,1591
64668,Norborne,Carroll County,1586
65263,Madison,Monroe County,1586
65462,Edgar Springs,Phelps County,1576
64084,Rayville,Ray County,1572
65072,Rocky Mount,Morgan County,1568
65649,Fair Play,Polk County,1565
64463,King City,Gentry County,1564
63862,Lilbourn,New Madrid County,1558
64762,Liberal,Barton County,1551
63944,Greenville,Wayne County,1548
65332,Green Ridge,Pettis County,1542
64470,Mound City,Holt County,1540
65722,Phillipsburg,Laclede County,1535
65276,Pilot Grove,Cooper County,1527
63436,Center,Ralls County,1522
63452,Lewistown,Lewis County,1522
63437,Clarence,Shelby County,1519
63637,Doe Run,St. Francois County,1519
63462,Perry,Ralls County,1512
65016,Bonnots Mill,Osage County,1508
65624,Cape Fair,Stone County,1505
63751,Glenallen,Bollinger County,1476
65764,Tunas,Dallas County,1476
63091,Rosebud,Gasconade County,1472
64763,Lowry City,St. Clair County,1467
65257,Higbee,Randolph County,1464
63939,Fairdealing,Ripley County,1462
65567,Stoutland,Camden County,1460
64624,Braymer,Caldwell County,1457
64456,Grant City,Worth County,1455
65771,Walnut Shade,Taney County,1455
64439,Dearborn,Platte County,1453
63956,Patterson,Wayne County,1441
63448,La Grange,Lewis County,1440
64473,Oregon,Holt County,1439
63940,Fisk,Butler County,1430
63359,Middletown,Montgomery County,1423
65692,Koshkonong,Oregon County,1422
65047,Kaiser,Miller County,1415
65046,Jamestown,Moniteau County,1410
65759,Taneyville,Taney County,1407
63653,Leadwood,St. Francois County,1398
64859,Reeds,Jasper County,1391
63648,Irondale,Washington County,1386
65239,Cairo,Randolph County,1376
65348,Otterville,Cooper County,1375
63769,Oak Ridge,Cape Girardeau County,1358
64444,Edgerton,Platte County,1355
63344,Eolia,Pike County,1354
63848,Gideon,New Madrid County,1352
64097,Wellington,Lafayette County,1350
64088,Sibley,Jackson County,1335
64746,Freeman,Cass County,1325
65787,Roach,Camden County,1325
64784,Sheldon,Vernon County,1312
65724,Pittsburg,Hickory County,1311
65617,Brighton,Polk County,1308
63781,Sedgewickville,Bollinger County,1301
63532,Bevier,Macon County,1300
63629,Bunker,Reynolds County,1300
63620,Annapolis,Iron County,1299
63655,Marquand,Madison County,1298
65637,Dora,Ozark County,1296
63621,Arcadia,Iron County,1295
65555,Raymondville,Texas County,1274
64761,Leeton,Johnson County,1271
63447,La Belle,Lewis County,1270
65774,Weaubleau,Hickory County,1265
64733,Chilhowee,Johnson County,1252
65085,Westphalia,Osage County,1252
65324,Climax Springs,Camden County,1252
64401,Agency,Buchanan County,1248
63336,Clarksville,Pike County,1242
63332,Augusta,St. Charles County,1231
65464,Elk Creek,Texas County,1224
65658,Golden,Barry County,1223
63829,Cardwell,Dunklin County,1222
64643,Hale,Carroll County,1221
65080,Tebbetts,Callaway County,1219
63548,Lancaster,Schuyler County,1215
65040,Henley,Cole County,1211
63561,Queen City,Schuyler County,1199
64867,Stella,Newton County,1198
63530,Atlanta,Macon County,1196
63766,Millersville,Cape Girardeau County,1188
65024,Chamois,Osage County,1183
65710,Morrisville,Polk County,1181
63352,Laddonia,Audrain County,1180
65082,Tuscumbia,Miller County,1179
65662,Grovespring,Wright County,1174
63626,Blackwell,St. Francois County,1170
65761,Theodosia,Ozark County,1168
65034,Fortuna,Moniteau County,1165
63852,Holcomb,Dunklin County,1163
65590,Long Lane,Dallas County,1157
63071,Richwoods,Washington County,1150
65444,Bucyrus,Texas County,1148
64096,Waverly,Lafayette County,1145
63945,Harviell,Butler County,1142
63036,French Village,St. Francois County,1134
65334,Hughesville,Pettis County,1127
63454,Maywood,Marion County,1119
64861,Rocky Comfort,Mcdonald County,1112
65463,Eldridge,Laclede County,1098
63631,Caledonia,Washington County,1092
63536,Downing,Schuyler County,1090
63469,Shelbyville,Shelby County,1089
